1601510400000,2.9008,2.9968,2.6546,2.8701,4852685,1601596799999,13926229.8674,51246,2234168,6424768.6778,0
1601596800000,2.8694,2.8851,2.4224,2.6236,5582857,1601683199999,14729447.9806,60303,2482608,6542446.8777,0
1601683200000,2.6271,2.6689,2.5326,2.5454,4150340,1601769599999,10903898.1881,42300,2165016,5689901.0952,0
1601769600000,2.5447,2.5909,2.4266,2.5236,4641666,1601855999999,11645814.1127,47810,2147173,5390102.9040,0
1601856000000,2.5244,2.6770,2.4561,2.6495,4421463,1601942399999,11373887.1838,47182,2310363,5937741.8933,0
1601942400000,2.6517,2.6610,2.1346,2.1732,5435007,1602028799999,13126402.5772,53388,2512250,6081348.1308,0
1602028800000,2.1725,2.4000,2.0854,2.3027,6627417,1602115199999,14907458.0004,62438,2983503,6723166.2476,0
1602115200000,2.3036,2.4629,2.0117,2.3716,8385420,1602201599999,18833682.9536,75485,3957314,8908526.5887,0
1602201600000,2.3717,2.6289,2.3101,2.5363,6662396,1602287999999,16532541.8150,64175,3180300,7890690.4074,0
1602288000000,2.5356,2.6110,2.3907,2.4070,5487486,1602374399999,13767446.7602,52274,2497108,6270126.2075,0
1602374400000,2.4065,2.4609,2.3378,2.4257,4904544,1602460799999,11809240.0500,46182,2316168,5580572.7949,0
1602460800000,2.4269,2.7096,2.4171,2.5825,6382872,1602547199999,16334052.6261,61354,3080485,7883118.5463,0
1602547200000,2.5820,2.5889,2.3355,2.4048,6883812,1602633599999,16898878.4417,62197,2957464,7255171.8134,0
1602633600000,2.4053,2.4464,2.2337,2.3087,4990767,1602719999999,11684296.8744,47878,2214402,5177632.9237,0
1602720000000,2.3102,2.3443,2.1928,2.2670,4524474,1602806399999,10272754.3248,44350,2163586,4914105.3469,0
1602806400000,2.2668,2.2708,2.1030,2.1404,5792357,1602892799999,12631855.5191,57307,2935932,6402012.7514,0
1602892800000,2.1401,2.2425,2.1100,2.2062,4136722,1602979199999,9074383.2442,41589,1939973,4251369.2079,0
1602979200000,2.2069,2.2649,2.1804,2.2186,3907591,1603065599999,8682494.9529,39678,1944484,4323983.0046,0
1603065600000,2.2167,2.2206,2.0510,2.0578,4834438,1603151999999,10151983.8221,44204,2298533,4830470.5142,0
1603152000000,2.0576,2.1083,1.8457,1.8905,6052367,1603238399999,11803851.5781,70779,2904215,5669883.5207,0
1603238400000,1.8885,2.1098,1.8474,1.8933,10108189,1603324799999,19667366.9314,99565,4616564,8986227.3227,0
1603324800000,1.8933,2.0905,1.8629,1.9619,6143069,1603411199999,12233363.1212,66991,3048850,6070786.1697,0
1603411200000,1.9620,1.9938,1.8502,1.9645,5454719,1603497599999,10579795.2804,57259,2521413,4894985.5105,0
1603497600000,1.9666,1.9734,1.8800,1.9196,4059055,1603583999999,7840448.7392,38673,1968840,3803947.6015,0
1603584000000,1.9179,1.9281,1.7628,1.7937,5740317,1603670399999,10680638.8896,70854,2361789,4393657.2426,0
1603670400000,1.7946,1.8723,1.6162,1.6786,6534261,1603756799999,11511279.0606,86117,2838879,5011169.3074,0
1603756800000,1.6777,1.7542,1.5928,1.7135,7047936,1603843199999,11909663.3027,71933,3150070,5323597.8682,0
1603843200000,1.7131,1.7287,1.4555,1.5196,10242140,1603929599999,15928645.1136,78062,4660897,7246795.2836,0
1603929600000,1.5195,1.5773,1.4146,1.4325,6341465,1604015999999,9497821.0462,49385,2906467,4349302.2555,0
1604016000000,1.4321,1.4677,1.3379,1.4378,7038014,1604102399999,9905406.7293,52871,3686347,5193098.3683,0
1604102400000,1.4367,1.5501,1.4269,1.5472,5962596,1604188799999,8932850.7264,74980,3199534,4797653.7866,0
